texts,texts_deepcut,action,object,destination
ลุกค้า สอบถาม การใช้งานโปรโมชั่นกับเครือง บีบี,ลุกค้า สอบถาม การ ใช้ งาน โปรโมชั่น กับ เครือง บีบี,enquire,promotion,promotions
โทรศัพท์ของผมไอโฟนสามจีเอส โทรยากมาก โทรหาใครไม่ได้ ไม่ค่อยติดเลย,โทรศัพท์ ของ ผม ไอ โฟน สาม จีเอส โทร ยาก มาก โทรหา ใคร ไม่ ได้ ไม่ ค่อย ติด เลย,report,phone_issues,billing and payment
สมัครแพคเกจเน็ต,สมัคร แพคเกจเน็ต,buy,package,promotions
เครื่องมีปัญหา ต้องการลงทะเบียณซิมค่ะ,เครื่อง มี ปัญหา ต้องการ ลง ทะเบียณซิม ค่ะ,report,phone_issues,billing and payment
จะโทรไปต่างประเทศ,จะ โทร ไป ต่าง ประเทศ,enquire,idd,international dialing
พอดีผมมีปัญหาเกี่ยวกับ G ครับผม พอดีผมสมัครเสียเงินไปแล้ววันนี้อะฮะ แล้วมันก็หัดเงินไปแล้วด้วย แต่ทีนี้ผมเล่นแล้วมันไม่ต่อเป็น G อะครับ,พอดี ผม มี ปัญหา เกี่ยว กับ G ครับ ผม พอดี ผม สมัคร เสีย เงิน ไป แล้ว วัน นี้ อะ ฮะ แล้ว มัน ก็ หัด เงิน ไป แล้ว ด้วย แต่ ที นี้ ผม เล่น แล้ว มัน ไม่ ต่อ เป็น G อะครับ,enquire,internet,internet
พอดีโทรศัพท์ของพี่มันไม่ค่อยมีสัญญาณ G Wifi ให้เลยอ่ะค่ะ,พอดี โทรศัพท์ ของ พี่ มัน ไม่ ค่อย มี สัญญาณ G Wifi ให้ เลย อ่ะ ค่ะ,enquire,internet,internet
ผมจะสมัครเล่นอินเตอร์เน็ตสัก ชม. จะทำยังไงครับ,ผม จะ สมัคร เล่น อินเตอร์เน็ต สัก ชม. จะ ทำ ยัง ไง ครับ,enquire,promotion,promotions
อยากจะขอยกเลิกเพลงรอสายค่ะ,อยาก จะ ขอ ยก เลิก เพลง รอ สาย ค่ะ,cancel,service,other queries
คะ พอดีเบอร์นี้สมัคร เฟสบุ๊คเอาไว้ จะยกเลิกคะ,คะ พอดี เบอร์ นี้ สมัคร เฟสบุ๊ค เอา ไว้ จะ ยกเลิก คะ,cancel,service,other queries
พี่ค่ะ อยากทราบยอดค่าโทรศัพท์อ่ะค่ะ มันไม่มีบิลอ่ะค่ะ,พี่ ค่ะ อยาก ทราบ ยอด ค่า โทรศัพท์ อ่ะ ค่ะ มัน ไม่ มี บิลอ่ะ ค่ะ,enquire,balance,billing and payment
จะโทรมาแจ้งให้เปิดสัญญาณทีวีพอดีจ่ายค่าบริการไปแล้ว,จะ โทร มา แจ้ง ให้ เปิด สัญญาณ ทีวี พอดี จ่าย ค่า บริการ ไป แล้ว,activate,service,billing and payment
ต้องการเปิด บริการหลังจากที่เบอร์ถูกยกเลิกบริการ,ต้องการ เปิด บริการ หลัง จาก ที่ เบอร์ ถูก ยกเลิกบริการ,enquire,service,other queries
ครับ อยากจะซื้อแพ็คเกจ เบอร์ ,ครับ อยาก จะ ซื้อ แพ็คเกจ เบอร์ ,enquire,promotion,promotions
อยากสอบถาม ดูบอลผ่านมือถือหน่อย ครับ,อยาก สอบถาม   ดู บอล ผ่าน มือถือ หน่อย   ครับ,enquire,service,other queries
ต้องการสอบถามว่ามือที่ใช้อยู่มีเพ็กเก็จเฟสบุ๊คอยู่รึเปล่า,ต้องการ สอบถาม ว่า มือ ที่ ใช้ อยู่ มี เพ็ก เก็จเฟสบุ๊ค อยู่ รึเปล่า,enquire,package,promotions
เอ่อ ผมเลือกซื้อ package จากทรูฮะ เดือนละ ฮะ และผมคุยกับคนที่นั่นฮะ บอกว่าดูหนังออนไลน์ได้ ดูบอลได้ฮะ แต่พอเราเปิดใช้แล้วมันขึ้นว่า เกินจำกัดหน้าจอ เพราะคุณได้เปิดใช้สูงสุดแล้ว มันคืออะไร,เอ่อ ผม เลือก ซื้อ package จาก ทรูฮะ เดือน ละ ฮะ และ ผม คุย กับ คน ที่ นั่น ฮะ บอก ว่า ดู หนัง ออนไลน์ ได้ ดู บอล ได้ ฮะ แต่ พอ เรา เปิด ใช้ แล้ว มัน ขึ้น ว่า เกิน จำกัดหน้า จอ เพราะ คุณ ได้ เปิด ใช้ สูง สุด แล้ว มันคือ อะไร,enquire,package,promotions
