0,labels,len,texts
,neutral,,มากกว่าที่ผมจะแบบวิทเลยผมไม่ได้คิดอย่างนั้นฉันผมก็จะใจเย็นๆของผมค่อยๆดูกันไปไม่รีบร้อน
,neutral,,ต้องเซอร์ไพรส์ต้องพยายามตะเกียกตะกาย
,neutral,,หรือเป็นความตั้งใจดีๆของไอ้น้องมันขึ้นสินเชื่อลดต้นลดดอกก็จะสวยเลยครับ
,neutral,,มันเป็นเศษผลที่ทำให้ซูมในหุ้นมันขึ้นกระฉูดเพราะมันดูมีอนาคต
,neutral,39.0,หากสนใจสมัครสามารถกรอกข้อมูลได้ที่ link
,neutral,,ครับผมนะครับผมเอารหัสวันนี้เราจะมาพูดคุยกันในแง่มุมเรียกว่า
,neutral,11.0,ไม่น้อยกว่า
,neutral,112.0,แบงก์แย้มเกณฑ์คุมสินเชื่อ บุคคลของ ธปท เงินเดือน 3 หมื่น มีบัตรเครดิตได้ไม่เกิน 3 ใบ วงเงินรวม ไม่ให้เกิน 3 เท่า
,neutral,,ไม่เคยหลับรีวิวถอดตัวเองเลยต้องกลับมาได้เลย
,neutral,,แต่จะกลับขึ้นมาเป็นตัววี
,neutral,35.0,ส่งจบก็คุ้ม ยังไงก็ปล่อยออกรถให้หมด
,neutral,,เออเมื่อกี้พี่น้ำเอารีไฟแนนซ์ดอกเบี้ยเท่าไหร่
,neutral,,การเดินทางน้อยลงน้ำมันก็ใช้น้อยลงมันก็เลยเกิดปัญหาราคาน้ำมันผันผวน
,neutral,,แล้วก็รู้สึกว่าเข็ดหลาบตลาดอันนี้
,positive,42.0,ได้รายละเอียดเยอะมาก ชัดเจน ให้คะแนนเต็ม10
,negative,19.0,ถ้าจะปิดบัตรทั้งหมด
,negative,100.0,พนักงานแจ้งข้อมูล น้ำเสียงไม่ค่อยนุ่มนวล บางช่วงค่อนข้างห้วน แนะนำปรับน้ำเสียงให้มีความสุภาพ นุ่มนวล
,neutral,,สเปนครับและอมครับช่วงนี้ครับ New Normal ด้วยนะ
,positive,25.0,บริการดีมาก ขอบคุณมากครับ
,neutral,,ผมยังเชื่อว่าถ้าคุณจะเริ่มต้นในตอนนี้โดยเฉพาะคนรุ่นใหม่
,neutral,50.0,3 ขอเบอร์บริษัทประกัน หรือ ให้เจ้าหน้าที๋โอนสาย ไป
,positive,11.0,ดีมาก ดีมาก
,positive,11.0,บริการดีมาก
,neutral,,ลงทุนในหุ้น
,positive,11.0,บริการดีจัง
,negative,83.0, เจ้าหน้าที่ค้นหาไม่เจอ ลูกค้าขาเจ้าหน้าที่พยายามพูดจาสุภาพ รบกวนตรวจสอบให้ด้วยค่ะ 
,neutral,34.0,ทำไมคิดถึง สูง สูง theory ก็ไม่รู้
,positive,71.0,พยายามอธิบาย สายหลุดแล้วโทรกลับมาด้วย ชื่นชมนะคะที่คุณพยายามอธิบายดิฉัน
,negative,24.0,ก็คุณยังจ่ายไม่ครบนี่คะ 
,neutral,,ลองดูตัวเองก่อนมันต้องจ่ายภาษีเท่าไหร่ครับซื้อ 10 ได้เท่าไหร่
,neutral,56.0,jcb and other major credit cards  as well as major debit
,neutral,,อาจจะมีการขยายกิจการในการลงทุน
,neutral,,หล่อเลยนะคนหล่อ
,neutral,83.0,การปรับลดอัตราผ่อนชำระขั้นต่ำแบบอัตโนมัติ โดยไม่ต้องโทรติดต่อแจ้งความจำนงกับบริษัทฯ
,neutral,,วันนี้ไปไม่ได้เลยครับครับผม
,neutral,,ภาครัฐมีส่วนมากเอกชนในเขาเขาระมัดระวังตัวอยู่แล้วแล้วเขาก็พยายามที่จะรอดูนโยบาย
,neutral,41.0,ขนาดแม่กับน้าสายเลือดเดียวกันแท้ๆยังทำได้
