texts,labels
ห่วยแบบอยากจะเดินไป walkthrough การทำงานจริงๆ,negative
ทุกคนจะบอกว่า,neutral
บางคนโรงงานอยู่หลายประเทศ,neutral
ความเห็นที่มันไม่ตรงกันว่าความเชื่อที่มันยังไม่ลงรอยกัน,neutral
"ตอน 909 1,000 เป็นยังไง",neutral
epo แต่ถ้าคนไข้คนไหนที่หมอวินิจฉัยว่าล้างไตทางหน้าท้องไม่ได้ต้องได้รับการล้างไตโดยเครื่องก็จะได้สิทธิล้างไตทางเครื่อง,neutral
อันนี้อาจจะต้องตอบเป็นความเห็นส่วนตัวแล้วกันเนาะ,neutral
ค่าชดเชย จะขึ้นกับว่าส่งแบบไหน,neutral
เข้ามาในประเทศไทยโดยเฉพาะตัวของคุณเคนครับ,neutral
แต่เห็นด้วยเรื่องพวกนี้ควรแก้ไข,neutral
บ้ารถ เงินถึงไมพอใช้จ่าย,negative
ลอตเตอรี่เลขอะไรอย่างนี้จะเป็นแบบ Concept คือเป็นสไตล์ vi มากกว่าคือคุณพ่อซื้อ,neutral
ต้องบินวิจารณ์วิเคราะห์กันที่ถูกวิวัฒนาการแต่ละประเทศ,neutral
เรียกว่าอะไรอ่ะไม่ละเอียดสุดท้ายจะกลายเป็นหาเรื่องใส่ตัว,neutral
บัตรเครดิต first choice platinum visa,neutral
ขอบคุณน้องมากเลยที่ให้ข้อมูลละเอียดเยอะแยะ ให้บริการเป็นอย่างดี,positive
คำถามมันแปลกๆ นะ,negative
พอเขาแนะนำตัวเสร็จ เราก็พอเดาได้ว่าขายประกัน ถ้าไม่แน่ใจถามทันทีเลย,neutral
คอลเซ็นเตอร์ รับสายเร็วดีไม่รอนาน,positive
ช่วงหลังผมโดนบ่อยมากเลยโทรมาตลอดเลยเบอร์แปลกๆมาอีกแล้ว,neutral
ใช้มา 10 เดือนแล้ว ยังไม่ปรับวงเงินเพิ่ม,neutral
ผมว่าเรื่องแบบนี้จะต้องลดลง,neutral
ผมก็ปฏิเสธง่าย ๆไม่สนใจ ไม่มีเงินครับ,neutral
เมื่อก่อนโทรมาบ่อยมาก ปี-สองปีมานี้ไม่มีเลยซักสายเลย,neutral
ถ้าจะทำแบบนั้นน่ะ,neutral
คนเริ่มโตขึ้นเนี่ยเขาก็,neutral
บริการดีครับผม,positive
using The stranded,neutral
มันอยู่มานานของมันอยู่แล้ว,neutral
คือแย่จริงนะ  cc คือถามอะไรก็ตอบอย่างเดียวให้รอ,negative
